# Eneut      Thermonucl. Beam-target Beam-beam
 1.5050e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5150e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5250e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5350e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5450e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5550e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5650e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5750e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5850e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.5950e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6050e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6150e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6250e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6350e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6450e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6550e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6650e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6750e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6850e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.6950e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7050e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7150e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7250e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7350e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7450e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7550e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7650e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7750e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7850e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.7950e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8050e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8150e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8250e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8350e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8450e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8550e+03  0.0000e+00  0.0000e+00  0.0000e+00
 1.8650e+03  0.0000e+00  0.0000e+00  0.0000e+00
